DB/TABLE|Send to Lake|PII (Y/N)|CDC Column|LookUp Ref|HardDeleteFlag|PartitionBy|NumPartitions|Rows|Note
BillingCenter.dbo.bc_policytransfer|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_polperiodcontactrole|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_poltransferpolicyperiod|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_privilege|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_processhistory|Y| |CompleteDate|Y|ID|ID| ||
BillingCenter.dbo.bc_prodcoderoleentry|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_prodpmntinst|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_producer|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_producercode|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_producercontact|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_producercontactrole|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_producercontext|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_ProducerPayment|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_producerpaymentrecurrable|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_producerstatement|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_profilerconfig|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_region|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_relatedactivity|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_retpremhandlingscheme|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_revcharge|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_revcredit|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_revinvoiceitem|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_revitemcmsn|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_revnegwriteoff|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_revtrans|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_revwriteoff|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_role|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_role_desc_l10n|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_role_name_l10n|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_scriptparameter|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_securityzone|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_seczone_nam_l10n|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_sequence|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_suspensepayment|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_susppymtcontext|Y| |UpdateTime|Y|ID|ID| ||
BillingCenter.dbo.bc_taccount|Y| |UpdateTime|Y|ID|ID| ||
BillingCenter.dbo.bc_TAccountContainer|Y| |UpdateTime|Y|ID|ID| ||
BillingCenter.dbo.bc_TAccountPattern|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_TAcctOwnerPattern|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_transaction|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_transfertxcontext|Y| |UpdateTime|Y|ID|ID| ||
BillingCenter.dbo.bc_troubleticket|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_troubleticketjoinentity|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_unappliedfund|Y| |UpdateTime|Y|ID|ID| ||
BillingCenter.dbo.bc_upgradetableregistry|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_user|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_userrole|Y| |ID|Y|ID|ID| ||
BillingCenter.dbo.bc_usersettings|Y|Y|UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_workflow|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_workflowstepstats|Y| |EndTime|Y|ID|ID| ||
BillingCenter.dbo.bc_workqueueworkercontrol|Y| |LastExecutionTime|Y|ID|ID| ||
BillingCenter.dbo.bc_writeoff|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bc_writeoffreversal|Y| |UpdateTime|Y| |ID| ||
BillingCenter.dbo.bctl_accountcontext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_accountevaluation|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_accountinactivityworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_accountrole|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_accountsegment|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_accounttype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_acctcorrespondencetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_activestatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_activity|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_activitycategory|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_activityclass|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_activityownershiptype_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_activitystatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_activitytype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_address|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_addresstype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_advanceexpirationworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_agblsusppmntworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_agencybillcycle|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_agencybilleventstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_agencybillexceptiontype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_agencycycledistprefill|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_agencycycleprocess|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_agencydstrbutiontype_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_agencyitemtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_agencypaymenttargettype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_agencypmntitemsfiltertype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_agencypromisetargettype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_agencywriteofftype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_aggregationtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_agingdatebasis|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_anchorevent|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_applicablesegments|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_approvalstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_archivefinalstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_archivesourcestatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_archivestate|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_assignedriskrestriction|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_assignmentsearchtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_assignmentselectiontype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_assignmentstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_authorityevent|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_authoritylimittype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_autodisbworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_autosync|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_availabledisbamttype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_bankaccounttype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_basedist|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_basedistitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_basemoneyreceived|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_basenonreceivabledistitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_batchprocesstype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_batchprocesstypeusage|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_billdateorduedatebilling|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_billinginstruction|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_billinglevel|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_businesstype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_ca7modeltype_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_cancellationtarget|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_cancellationtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_catastrophestatus_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_characterset|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_chargecategory|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_chargefiltertype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_chargeholdstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_chargeinstancectx|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_chargepattern|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_chargepriority|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_chargeproratatxworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_clearinglogictarget|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_cmsnadjreason_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_cmsnadjustment_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_cmsnpayableworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_cmsnplanoverridemethod|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_cmsnwriteoffdistitemtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_collateralcontext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_collaterallevel|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_collateralrequirementtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_collectionagency|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_colleffectiveworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_collexpirationworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_commissionindicator_ext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_commissionpayment|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_commissionpaymenttime|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_commissionpaymenttype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_commissionrateoverride|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_commissionsubplan|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_commissiontransferoption|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_compliancestatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_componenttype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_confirmationnotification|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_consistencychecktype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_contact|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_contactapprovalstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_contactbidirel|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_contactchangeres|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_contactclass|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_contactlinkstatustype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_contactmatchresulttype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_contactrel|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_contactrelcons|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_contactsearchresulttype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_contactsearchtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_contacttagtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_contacttype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_country|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_creditcardissuer|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_creditcontext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_credittype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_currency|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_customerservicetier|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_customhistorytype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_datachangestatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_datadistributiontype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_datagenactiontype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_datagenstatustype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_datebindatatype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_datefieldstosearchtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_daterangechoicetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_datesearchtype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_dayofmonthlogic|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_dayofweek|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_dbpmntaggregatecriteria|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_dbpmntdistributioncontext|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_dbpmntgroupingcriteria|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_dbpmntinvoicesort|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_dbupdatestatsrunnertype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_delinquencycause|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_delinquencyeventname|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_delinquencyprocess|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_delinquencyprocessphase|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_delinquencyprocessstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_delinquencyreason|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_delinquencysearchview|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_delinquencystatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_delinquencytriggerbasis|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_directbillpmntacctrole|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_directbillpmntaccts|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_disbsearchcriteria|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_disbursement|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_disbursementsearchview|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_disbursementstatus|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_disbursementworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_distitemdisposition|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_distributionfiltertype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_distributionlimittype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_documentsection|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_documentsecuritytype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_documentstatustype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_documenttype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_effdatedchangetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_employmentstatustype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_entitysourcetype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_errorcategory|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_etlstrings|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_exceptionlock|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_externaltooltype|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_financialcriterion|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_financialsearchfield|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_fullpaydscworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_fundsallotmentworkitem|Y| |Truncate and Load|TypeList| ||||
BillingCenter.dbo.bctl_fundssourcetype|Y| |Truncate and Load|TypeList| ||||
