DB/TABLE|Send to Lake|PII (Y/N)|CDC Column|LookUp Ref|HardDeleteFlag|PartitionBy|NumPartitions|Rows|Notes
[PolicyCenterL4-1].dbo.pc_calcstepdef|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_calcstepdefarg|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_calcstepdefoperand|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_calcstepdefratefac|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_cancelrefund|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_classbasis_desc|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_classbasis_name|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_classcodebasis|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_condlookup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_contactaddress|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_contactcontact|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_etlclausepattern|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_contacttag|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_covlookup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_covsymbol|Y||UpdateTime|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_covsymbolgrp|Y||UpdateTime|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_covtermlookup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_covtermoptlookup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_covtermpacklookup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_cpclasscode|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_customforminference|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_defratefactors|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_etlmodifierpattern|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_excllookup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_formedgetable|Y||UpdateTime|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_formpat_dsc_l10n|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_formpattern|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_formpatterncovterm|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_formpatterncovtermvalue|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_formpatternjob|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_formpatternlookup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_formproduct|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_formtextdata|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_glclasscode|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_group_assign|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_group_desc_i18n|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_group_name_l10n|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_groupproducercode|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_groupuser|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_groupuser_assign|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_industrycodeclasscode|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_jobgroup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_licensedstate|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_linkedaddress|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_modifierlookup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_mvr|Y|Y|UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_mvrconfig|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_mvrincident|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_mvrlicense|Y|Y|UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_mvrorder|Y|Y|UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_nonrenewalexplanation|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_nonrenewalexppattern|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_note|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_notificationconfig|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_offeringlookup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_officialid|Y|Y|UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_officialidvalidationinfo|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_orggroup|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_parameter|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_parentgroup|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_paymentplansummary|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_pendingaddressupd|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_pendingcontactupd|Y|Y|UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_pmlockedentity|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_pmlockedfield|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_polholddesc_l10n|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_polholdlong_l10n|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_policydrivermvr|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_policyexception|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_policyhold|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_policyholdjob|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_policyholdrule|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_policyholdzone|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_policypolicydivide|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_policyuserroleassign|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_prcod_desc_l10n|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_PrimaryAcctLoc|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_prodratefactorlookup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_producercodecurrency|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_producercoderole|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_productlookup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_productmodifierlookup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_questionlookup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_ratetable|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_ratetableargsource|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_ratetableargsourceset|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_ratetablecolumn|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_ratetabledefinition|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_ratetablematchop|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_ratetablematchopdef|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_ratingfactorlookup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_reasoncodeactiontype|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_refdatelookup|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_reinsurable|Y||UpdateTime|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_riskclass|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_role|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_role_desc_l10n|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_role_name_l10n|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_securityzone|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_taxlocation|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_territory|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_userproducercode|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_userrole|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_usersettings|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_uw_issue_ldesc|Y||UpdateTime|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_uw_issue_sdesc|Y||UpdateTime|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_uwauthoritygrant|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_uwauthorityprofile|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_uwisstype_desc|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_uwisstype_name|Y||ID|Y|ID|ID|||
[PolicyCenterL4-1].dbo.pc_uwissuetype|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_uwissueuniqueid|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_uwreferralreason|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_vehicleclasscode|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_vehicleindustrycode|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_wcclasscode|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_wcfedliabclasscode|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_wcjurisdiction|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_wcmodifier|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_wcratefactor|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_wcstatecov|Y||UpdateTime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_etlclausepattern|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_acceptdecline|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_accountcontact|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_accountcontactrole|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_accountorgtype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_accountpaymentmethod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_accountrelationshiptype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_accountstatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_accounttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_actiontype_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_activity|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_activitycategory|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_activityclass|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_activitypatternlevel|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_activitystatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_activitytype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_additionalinsuredtype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_additionalinteresttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_additionalpropertytype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_addlinterestdetail|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_address|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_addresstype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_affinitygrouptype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_agencydstrbutiontype_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_agentcommindtype_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_agglimitlevel|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_aggregatelimits|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_airzonerate_bop_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_alarmcertification|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_alarmclass|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_alarmdescription|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_alarmgrade|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_amsapti_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_animalbreed_hoe|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_animalbreed_pue|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_animaltype_hoe|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_animaltype_pue|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_antitheft|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_antitheftdevicecl_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_antithefttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_antithefttypeky_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_approvalstatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_arbitrationtype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_archivefinalstatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_archivemethod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_archivesourcestatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_archivestate|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_arealeased|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_arrangementtype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_assignmentsearchtype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_assignmentselectiontype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_assignmentstatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_attachmentbasistype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_attributederivedflag_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_auditbusinessdayadjust|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_auditescalationprompttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_auditfrequency|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_auditintervalcomputetype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_auditmethod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_auditreportdatedirection|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_auditscheduletype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_autoincrease|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_autosync|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_availability|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_availabilitytype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bacost|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bajurisdictioncosttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bajurismodifier|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bamodifier|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bankaccounttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_banonownedliabcovcosttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bapolicytype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_baratedordertype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_basistype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bastatecond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bastatecov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bastatecovpipcosttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bastateexcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_batchprocesstype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_batchprocesstypeusage|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bidependencytype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_billingmethod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_billingperiodicity|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_billingremainderallocate|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_billingtransactiontype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bindoption|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_blanketgrouptype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_blankettype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_blockingaction|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bodytype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bopbuildingcov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bopcodeaffinityprgm_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bopconstructiontype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bopcost|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_boplocationcov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bopmodifier|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7actioncoastal_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7acvorreplacementcost|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7blanketitem|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7bldgcodeeffgrade|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7bldgcodeeffgradeclass|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7blkttype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7buildingcond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7buildingcov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7buildingexcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7buildingschedcovitem|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7bundlecredit_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7classdescription|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7classificationcond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7classificationcov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7classificationexcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7classificationproperty|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7classschedcovitem|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7constructiontype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7cost|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7doorstrength_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7egftype_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7eqzone|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7exposurebasis|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7feettohydrant|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7fireprotectionclass|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7irpmtype_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7linecond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7linecov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7lineexcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7linemod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7lineschedconditem|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7lineschedcovitem|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7locationcond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7locationcov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7locationexcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7locationschedconditem|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7openingprotection_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7pctowneroccupied|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7playground|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7premtype_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7propertytype|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7protectivedeviceorserv|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7ratinggroup|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7rdeckattachment_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7roofcattachment_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7roofcovering|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7roofdeckattachment_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7roofshape_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7roofwallattachment_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7servicetype_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7storedfactors_ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_bp7surchargetype_ext|Y||Truncate and Load|TypeList|||||
